,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Fwd PSH Flags,0.32251446113695875,-0.02382454398741018,-0.01674920839210724,-0.014218561826254245,0.029589139547708598,-0.015737648649304357,0.04053363878264149,0.01303082505283043,0.03610360106141918,0.03326698762963787,-0.015240339346342802,0.1769387698396263,-0.015241825575209117,-0.02259259444868705,0.015402443593577161,0.022920090022349005,-0.022336580484064356,-0.024720725502099198,-0.023973288959668083,0.0044789083570010175,-0.016070341987838962,-0.01567244577998803,-0.02195767922163401,-0.016332654687314208,0.001574934754333081,-0.01859434103226042,-0.01859305917700158,-0.02100964401018875,-0.01859390879239416,-0.018489199685427143,1.0,,,,0.004840969124197515,-0.021072206802603004,0.02355925348045727,0.0051875423312383,0.011457214387353967,-0.010469518176389343,-0.010251941591101649,-0.010796706027527175,-0.010796735850438697,-0.00032279328927069733,1.0,,-0.018374337858070064,0.018347826770175296,0.021770972684884374,,,-0.017093500930383667,-0.010028806560122935,0.03610360106141918,-0.015241825575209117,0.004840969124197515,,,,,,,-0.01674920839210724,0.029589139547708598,-0.014218561826254245,-0.015737648649304357,-0.012179382235948324,-0.007998555463441756,-0.02207792551197407,7.175697910576507e-05,-0.010065917439057073,0.04420398535266548,-0.01004370007120003,-0.010135884067813739,-0.01162955291235073,-0.004626278277675646,-0.011869788349695471,-0.01175758132922491
Bwd PSH Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd URG Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd URG Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd Header Length,0.03855358113635106,0.010070711773399696,0.018164499610934998,0.017868774621187383,0.018163071979799168,0.0018924812016716985,0.02069633448188216,-0.00736073380535078,0.0184905506175574,0.018489866735691644,-0.0035339556375276753,0.0008390066329899615,-0.004588688493694519,-0.005065616524747228,0.002706140207230692,0.005691904618044698,-0.0063986101509699396,-0.001379785549903267,0.00470730413910112,-0.0064411283255702174,0.007090898485122876,-0.00019955890445354422,0.0007752163188592327,0.0027485689526340314,-0.0004124528724551945,0.01645930732663402,0.008378379133244641,0.013965035648017238,0.015064644198196067,-0.0011383555839302958,0.004840969124197515,,,,1.0,0.018748937009705032,0.004934453250015148,0.006554194546970278,-0.00736053740973278,-0.003538732725625086,-0.0035583499874117515,-0.005050435368679278,-0.00505044931910886,-0.00016096660535760464,0.004840969124197515,,0.01057606053999018,-0.010591609336307746,-0.0004188439443593013,,,0.00695757314303474,-0.004086101603532811,0.0184905506175574,-0.004588688493694519,1.0,,,,,,,0.018164499610934998,0.018163071979799168,0.017868774621187383,0.0018924812016716985,0.016871143513056457,0.0185451223950538,0.01806826913539606,3.5782891780272536e-05,0.0005501579758069533,0.0816136507099066,0.0006522091178306729,0.00038625912841610014,-0.0011277946846708184,0.00015473292683030812,-0.0016140985718088423,-0.000673680083020915
Bwd Header Length,-0.04393236890198978,-0.2502101454638779,-0.31857698705712095,0.9530425143540816,0.2150158076346671,0.822944169981568,0.898817817051566,-0.8996797370356118,0.8050650623294434,0.8060602272926933,0.6348396152341803,-0.04461618070842359,0.5966388790419634,0.6240393778775762,0.7262989367040479,0.30018357195256506,-0.3110726113503163,-0.286912840460919,-0.25644844051050536,0.0029367271119005145,-0.3275467898233843,-0.3376578412504447,-0.3335181423478017,-0.33056861722631464,0.17781065264458829,0.7773045067445014,0.7425867482402527,0.7603498257616634,0.7777251527806247,0.6731255624785502,-0.021072206802603004,,,,0.018748937009705032,1.0,0.23180745366065128,0.7737862133579694,-0.8996835013509619,0.6348509885301683,0.6665643434355366,0.6282330171422774,0.6281288054129724,-0.019648966109773153,-0.021072206802603004,,0.6199800475086045,-0.6192637035479491,-0.050225121935833006,,,0.6323248541410945,0.6549125675712059,0.8050650623294434,0.5966388790419634,0.018748937009705032,,,,,,,-0.31857698705712095,0.2150158076346671,0.9530425143540816,0.822944169981568,0.6164280254850522,0.8925132618334961,-0.31895583711198033,0.0043814616736512785,-0.19741809612092834,0.02158392783701049,-0.19740952531244468,-0.19740856586725872,-0.13819640631455085,0.21714930727067933,-0.13814110893984227,-0.21502816684355616
Fwd Packets/s,0.06138234302249749,-0.9939590461715618,-0.8090240453913798,0.22501795029914246,-0.4415919555803419,0.21037881401364636,0.2642716944393616,-0.26371791494367863,0.577356177178598,0.5781627090425182,0.22616946953157058,0.09071952354322385,0.22303698398635963,0.2206025457301738,0.7516435676776494,0.9886314270888736,-0.9894987754282131,-0.9917510436339554,-0.994409134008698,0.31347792513987227,-0.8319558661251112,-0.8355028967492915,-0.8339569066417977,-0.8322918531431682,0.39160083505788573,0.0605398922549466,0.0639307695946743,0.06148710321113652,0.061117832977312096,0.24278727664662958,0.02355925348045727,,,,0.004934453250015148,0.23180745366065128,1.0,0.6853386370187371,-0.2638134700662128,0.22333184188764268,0.547290106806976,0.3424869528021034,0.3423419145176025,0.026677710233686702,0.02355925348045727,,0.7542943069497577,-0.7533803358475819,0.05864171181130546,,,0.7248901246514201,0.5320032289340703,0.577356177178598,0.22303698398635963,0.004934453250015148,,,,,,,-0.8090240453913798,-0.4415919555803419,0.22501795029914246,0.21037881401364636,0.7530356842587589,0.27252668107626526,-0.8096687831799352,0.0006244190792859649,-0.8261541444862803,-0.013300002916715107,-0.8261519153459564,-0.8261714666784251,-0.8804147004223096,-0.4687078245221914,-0.8826229203184782,-0.8543414668496317
Bwd Packets/s,0.009668688345549351,-0.7049933168640787,-0.6854085641319013,0.7544457516148161,-0.08956293639438896,0.7151516311343477,0.8314818448614956,-0.8326520480197367,0.9239252212936017,0.9243909147591123,0.6849020278337709,0.08799467255693551,0.6753919216778036,0.6759718298032097,0.9703843764901571,0.7359696407568714,-0.7415403797328297,-0.7280455364911658,-0.70924563291305,0.20198851636329407,-0.6374876236441432,-0.6426890979763429,-0.6430239518578508,-0.6394488628485988,0.34661608152067225,0.5676102262127474,0.5626264588460504,0.5638011251750518,0.5680036760440823,0.7141844327264154,0.0051875423312383,,,,0.006554194546970278,0.7737862133579694,0.6853386370187371,1.0,-0.832787781030246,0.6810045614773055,0.8593354651108691,0.7394309274858667,0.7393417540274305,-0.016883567102925105,0.0051875423312383,,0.8724333059620526,-0.8715115003351066,0.0558080108504601,,,0.8507957122517937,0.8469385799742499,0.9239252212936017,0.6753919216778036,0.006554194546970278,,,,,,,-0.6854085641319013,-0.08956293639438896,0.7544457516148161,0.7151516311343477,0.8694436469300182,0.8428046514409361,-0.6865498452685089,0.004132458850075956,-0.5165166271698141,2.3597671125663443e-05,-0.5165150620774499,-0.5165102502606325,-0.4938672521888043,-0.0735036557153975,-0.49514835377548566,-0.5302960561148002
Min Packet Length,0.009069945271487566,0.28455305290648325,0.3548054805801806,-0.8589074869558584,-0.23160166276376778,-0.876383732322574,-0.9867088773194281,0.9999525766308913,-0.8810933349025434,-0.8880758950190175,-0.8484792282673355,0.048343949340663446,-0.8487703470685767,-0.8491977934435617,-0.8047196861833156,-0.3280557093701862,0.331653899289559,0.31501738938769297,0.2913980561736588,-0.054610958656113824,0.3490933761042412,0.3597444825942301,0.357212760975937,0.35296040184637045,-0.20868701595336545,-0.845381341250824,-0.8453623589538076,-0.8454535434112234,-0.8453829294528084,-0.8446700354868434,0.011457214387353967,,,,-0.00736053740973278,-0.8996835013509619,-0.2638134700662128,-0.832787781030246,1.0,-0.847330815082952,-0.8443426701272561,-0.8460454991231804,-0.8460478360893855,0.021841685800827872,0.011457214387353967,,-0.6829556892033612,0.6786697918822088,0.02971303269952947,,,-0.6488500089706334,-0.829553445947465,-0.8810933349025434,-0.8487703470685767,-0.00736053740973278,,,,,,,0.3548054805801806,-0.23160166276376778,-0.8589074869558584,-0.876383732322574,-0.681823122101654,-0.9901420424796775,0.35686718488804786,0.0026671348649342395,0.21977232591811963,-0.009390772660098277,0.21977273609986972,0.2197955845435525,0.15354095492160483,-0.24080338831766188,0.1533411404481553,0.2390344886094525
Max Packet Length,-0.05220027924532316,-0.24146954717876612,-0.30198796753942214,0.5300241228665208,0.20224365297270164,0.8139361007080421,0.8458370152764846,-0.8473173601556874,0.7550784219467411,0.7565086971085837,0.9993949153216272,-0.026608667077916332,0.9498348107236443,0.9847138370271795,0.690409048501131,0.26658541377963907,-0.26125330598359275,-0.25522435299080765,-0.2460323369948378,0.05680650691078053,-0.3284298418251098,-0.3372363983412075,-0.3331312275443472,-0.3323187327672488,0.17269263073645758,0.7231486382209001,0.7617493928501449,0.7444845372549441,0.7247325982167803,0.7551453414273,-0.010469518176389343,,,,-0.003538732725625086,0.6348509885301683,0.22333184188764268,0.6810045614773055,-0.847330815082952,1.0,0.8559919064596696,0.9754642545867072,0.9754900013736643,-0.018265903457780865,-0.010469518176389343,,0.5836412090511945,-0.5809689385698221,-0.05565506459773414,,,0.46832293048967805,0.8410785978266835,0.7550784219467411,0.9498348107236443,-0.003538732725625086,,,,,,,-0.30198796753942214,0.20224365297270164,0.5300241228665208,0.8139361007080421,0.5792987123385428,0.8424086121080517,-0.3030710830130836,0.006398605363555114,-0.18886389079601665,-0.006832288472826595,-0.18887271223649316,-0.18883297612086639,-0.1313102583110781,0.20558545253747426,-0.13111204950558147,-0.20395240394183914
Packet Length Mean,-0.05267374262384182,-0.5756372588154229,-0.6732156677997881,0.5838234819274568,-0.08008633718347231,0.7834733597086948,0.8434659788984139,-0.8443331937952315,0.9362267181573728,0.9383736038725745,0.8553728113727176,-0.0221206195961184,0.8836797186624357,0.8691530072055035,0.8631862522394751,0.5996865037112529,-0.5977067043901725,-0.5893188854484293,-0.5787315484490837,0.21270833723943441,-0.6620944830636882,-0.6651137041178526,-0.6663706264437512,-0.6643085428648524,0.3630641021574796,0.723181251180538,0.7509103562920492,0.7385245669864916,0.7241923362267462,0.746373150371191,-0.010251941591101649,,,,-0.0035583499874117515,0.6665643434355366,0.547290106806976,0.8593354651108691,-0.8443426701272561,0.8559919064596696,1.0,0.9298017343038538,0.9297172376075148,-0.018202103049969012,-0.010251941591101649,,0.8817783971218229,-0.8784766307223549,-0.05554247434305571,,,0.7689606618025746,0.982575933931427,0.9362267181573728,0.8836797186624357,-0.0035583499874117515,,,,,,,-0.6732156677997881,-0.08008633718347231,0.5838234819274568,0.7834733597086948,0.8760912221275188,0.8398221043256151,-0.6740042754948538,0.006382805100288829,-0.510286218552881,-0.0073421933049919764,-0.5102889405694435,-0.5102652607624563,-0.4809480511485049,-0.060615661050038794,-0.48086335444364214,-0.5199042600443848
Packet Length Std,-0.0444040297798261,-0.3647276215995369,-0.4430546367198808,0.5154944915684195,0.09397769145808782,0.8290315376888953,0.8421154358277604,-0.8460280616950521,0.8207625422145872,0.8234272654922263,0.975272007717134,-0.024700512170496874,0.9651728258371676,0.9821119696009242,0.750334139051547,0.38826257833395106,-0.3820538092738574,-0.3767453789310938,-0.36854012784547885,0.11043234307711307,-0.468340134520578,-0.47485123320842426,-0.47176460694390987,-0.4716509743565393,0.24046315547723912,0.7279305896753132,0.7684397614660868,0.7504386570402831,0.7298651951236876,0.7397096667091099,-0.010796706027527175,,,,-0.005050435368679278,0.6282330171422774,0.3424869528021034,0.7394309274858667,-0.8460454991231804,0.9754642545867072,0.9298017343038538,1.0,0.9999972377850306,-0.018234509095916607,-0.010796706027527175,,0.6948603892834456,-0.6919345631517358,-0.04756759119070079,,,0.5672096541678437,0.9136073917101735,0.8207625422145872,0.9651728258371676,-0.005050435368679278,,,,,,,-0.4430546367198808,0.09397769145808782,0.5154944915684195,0.8290315376888953,0.6905430049684002,0.8407151978183822,-0.44425948020702166,0.004122703262854084,-0.31021985628625987,-0.0074816185624104045,-0.3102271259202081,-0.3102042240844967,-0.2637659788048879,0.10364729341644546,-0.2636232445567902,-0.3231425766222849
Packet Length Variance,-0.04440415243366588,-0.3645655525583127,-0.4428612203410798,0.5154202766503871,0.09411715024144161,0.8289939513601491,0.8421177619384679,-0.8460303986134775,0.8206814062630894,0.823345471122189,0.9752977509169474,-0.024704245231972663,0.9652450693662669,0.9821146824129751,0.7502543334790021,0.3881255681621369,-0.38191011089531424,-0.3766020798255439,-0.36838837823310105,0.11037834865757451,-0.4681352643662232,-0.4746609082312945,-0.47157651496642217,-0.47145236474054114,0.2403943130262789,0.7279141540078132,0.7684441038181372,0.7504319505865562,0.7298485466792423,0.7397781750163189,-0.010796735850438697,,,,-0.00505044931910886,0.6281288054129724,0.3423419145176025,0.7393417540274305,-0.8460478360893855,0.9754900013736643,0.9297172376075148,0.9999972377850306,1.0,-0.01823455946370008,-0.010796735850438697,,0.6946876182293954,-0.6917622555257565,-0.04756772258300321,,,0.5670709871752282,0.9135243647957443,0.8206814062630894,0.9652450693662669,-0.00505044931910886,,,,,,,-0.4428612203410798,0.09411715024144161,0.5154202766503871,0.8289939513601491,0.690370943940043,0.8407175200614959,-0.4440667019275738,0.00412271465068055,-0.3100162132371147,-0.0074816392283105285,-0.31002349005323304,-0.31000057286785515,-0.2636016703395357,0.1037198832427692,-0.26345859813426525,-0.32298207483909697
FIN Flag Count,0.043239532694790014,-0.027112103971781265,-0.025329385432930528,-0.018363954118382764,-0.02939740761549221,-0.018734607968679522,-0.021763274953115117,0.021839366101427785,-0.01943408880555039,-0.01947456342067267,-0.01813803109791998,0.010906458258336965,-0.01814407837942539,-0.018571252721953556,0.004052508722060882,0.024861410584672554,-0.023208132916407814,-0.027764349934509092,-0.026983602381955126,0.022753576172489878,-0.012262956808623987,-0.010265256406770576,-0.023433098336616748,-0.012413162623458375,0.019278786594845408,-0.01847230772401817,-0.018472306199834733,-0.018490400532513118,-0.018472306963234056,-0.018395725642394074,-0.00032279328927069733,,,,-0.00016096660535760464,-0.019648966109773153,0.026677710233686702,-0.016883567102925105,0.021841685800827872,-0.018265903457780865,-0.018202103049969012,-0.018234509095916607,-0.01823455946370008,1.0,-0.00032279328927069733,,-0.014935466363859812,0.00910469634752402,-0.000682728516920195,,,-0.013211273179274088,-0.008311061536620487,-0.01943408880555039,-0.01814407837942539,-0.00016096660535760464,,,,,,,-0.025329385432930528,-0.02939740761549221,-0.018363954118382764,-0.018734607968679522,-0.028661328927812337,-0.019965024428440448,-0.02530749371499914,5.832721462317301e-05,-0.012694371194577723,-0.00021885774784558763,-0.01269437119457934,-0.012694371195831188,-0.012699406560970588,-0.005266659006255613,-0.012699404643823629,-0.012699419182327427
SYN Flag Count,0.32251446113695875,-0.02382454398741018,-0.01674920839210724,-0.014218561826254245,0.029589139547708598,-0.015737648649304357,0.04053363878264149,0.01303082505283043,0.03610360106141918,0.03326698762963787,-0.015240339346342802,0.1769387698396263,-0.015241825575209117,-0.02259259444868705,0.015402443593577161,0.022920090022349005,-0.022336580484064356,-0.024720725502099198,-0.023973288959668083,0.0044789083570010175,-0.016070341987838962,-0.01567244577998803,-0.02195767922163401,-0.016332654687314208,0.001574934754333081,-0.01859434103226042,-0.01859305917700158,-0.02100964401018875,-0.01859390879239416,-0.018489199685427143,1.0,,,,0.004840969124197515,-0.021072206802603004,0.02355925348045727,0.0051875423312383,0.011457214387353967,-0.010469518176389343,-0.010251941591101649,-0.010796706027527175,-0.010796735850438697,-0.00032279328927069733,1.0,,-0.018374337858070064,0.018347826770175296,0.021770972684884374,,,-0.017093500930383667,-0.010028806560122935,0.03610360106141918,-0.015241825575209117,0.004840969124197515,,,,,,,-0.01674920839210724,0.029589139547708598,-0.014218561826254245,-0.015737648649304357,-0.012179382235948324,-0.007998555463441756,-0.02207792551197407,7.175697910576507e-05,-0.010065917439057073,0.04420398535266548,-0.01004370007120003,-0.010135884067813739,-0.01162955291235073,-0.004626278277675646,-0.011869788349695471,-0.01175758132922491
RST Flag Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSH Flag Count,-0.029545516990211126,-0.784655189736285,-0.8888028658278504,0.5918880327449081,-0.3226463623495824,0.6092599216167564,0.6801949757803982,-0.6829739120039883,0.9222911214555809,0.9267391837231267,0.5836152928096425,-0.021622588487246495,0.583258594641618,0.5837944142799629,0.8622621580195662,0.8094387143782612,-0.810071099611525,-0.7988426543509803,-0.7858696881279331,0.3030540291288093,-0.8450054314689924,-0.8441017716499094,-0.8432254946204802,-0.8452933573111806,0.4639135777218717,0.5822413330800938,0.582041815587066,0.5824505735997924,0.5825819666665715,0.5728725402518243,-0.018374337858070064,,,,0.01057606053999018,0.6199800475086045,0.7542943069497577,0.8724333059620526,-0.6829556892033612,0.5836412090511945,0.8817783971218229,0.6948603892834456,0.6946876182293954,-0.014935466363859812,-0.018374337858070064,,1.0,-0.9961152322009075,-0.03886290344998679,,,0.9507383955249301,0.8664222371697852,0.9222911214555809,0.583258594641618,0.01057606053999018,,,,,,,-0.8888028658278504,-0.3226463623495824,0.5918880327449081,0.6092599216167564,0.9960748531371008,0.6772091175067525,-0.8894404122411665,0.003320155602453025,-0.7187208378056379,0.010949634941608187,-0.7187059329603265,-0.7187273076481246,-0.720014192101936,-0.2988240951686445,-0.7200529942182525,-0.7196911527319362
ACK Flag Count,0.04451574843882539,0.7839887529124876,0.8910154176250162,-0.591393159789115,0.3199968913364216,-0.6068106740931729,-0.6804216854309703,0.6786881923098976,-0.9257062058152691,-0.9248496782388679,-0.5809460200618018,0.04485378635830515,-0.5791381057446371,-0.5804908678878177,-0.8608776355174478,-0.8087159760128154,0.8093261709605438,0.7981928917372331,0.7852184254831316,-0.30351207669687474,0.8441620158234137,0.8429382833364935,0.8423142274821148,0.8443718928383779,-0.4644805970406984,-0.5804079421942077,-0.5797634307575422,-0.5796699625437245,-0.5807014852365817,-0.5711104724369302,0.018347826770175296,,,,-0.010591609336307746,-0.6192637035479491,-0.7533803358475819,-0.8715115003351066,0.6786697918822088,-0.5809689385698221,-0.8784766307223549,-0.6919345631517358,-0.6917622555257565,0.00910469634752402,0.018347826770175296,,-0.9961152322009075,1.0,0.03880683079816299,,,-0.9506263961593622,-0.8632256354458534,-0.9257062058152691,-0.5791381057446371,-0.010591609336307746,,,,,,,0.8910154176250162,0.3199968913364216,-0.591393159789115,-0.6068106740931729,-0.9885816776022832,-0.6737478439328782,0.8887579817156952,0.003910925255974335,0.7176075142038809,-0.012896883504463505,0.7175916207661833,0.7176527855765845,0.7189247431641668,0.29831164165619445,0.718956281027143,0.7186153683043853
URG Flag Count,0.451876201617946,-0.06353891896665072,-0.07678310184941037,-0.022514686313471234,-0.07221464928859221,-0.031613137977738674,-0.061945040829572355,0.030391233618452983,-0.055325445985178516,-0.05067388319253358,-0.03060300440830111,0.4208877175486745,-0.030604393537604992,-0.04821821166185764,0.0012794533633650712,0.0566920444272474,-0.05156168450438194,-0.07173918634684473,-0.06341732743061573,0.05461679874977766,-0.07047779184868111,-0.07017936601704491,-0.07175653201055002,-0.07045958045852671,-0.0654502904005995,-0.047100839819065286,-0.04687724924144799,-0.04769890982586669,-0.04709813531653069,-0.04646271979290106,0.021770972684884374,,,,-0.0004188439443593013,-0.050225121935833006,0.05864171181130546,0.0558080108504601,0.02971303269952947,-0.05565506459773414,-0.05554247434305571,-0.04756759119070079,-0.04756772258300321,-0.000682728516920195,0.021770972684884374,,-0.03886290344998679,0.03880683079816299,1.0,,,0.028091487630205282,-0.03788870024775836,-0.055325445985178516,-0.030604393537604992,-0.0004188439443593013,,,,,,,-0.07678310184941037,-0.07221464928859221,-0.022514686313471234,-0.031613137977738674,-0.02456417052455073,0.0459732911854821,-0.07678683250424004,0.0001517706146687223,-0.03269058571537914,-0.0005694798753914866,-0.03269060475917799,-0.03269055918671836,-0.03286619931403244,-0.013704135878835715,-0.03286619435243571,-0.03286106125247291
CWE Flag Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECE Flag Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Down/Up Ratio,-0.012424886834862698,-0.75655936815731,-0.8674780300746081,0.6686920510697724,-0.32633824552595175,0.5754231288745385,0.6451650082098649,-0.6488095577272409,0.8852304781374509,0.8868063097023813,0.47029540792387975,0.013669098866165156,0.45206328201428914,0.45899392755000634,0.8262874450882981,0.7863982484094857,-0.7873900053812383,-0.7744212499695532,-0.7575742606302485,0.27322781046422645,-0.810890928272231,-0.8075262730339771,-0.8152160742487062,-0.8101749947240998,0.4409244337297799,0.5535541951436493,0.5342831682919552,0.543743458396599,0.5537558883909572,0.5097573777377495,-0.017093500930383667,,,,0.00695757314303474,0.6323248541410945,0.7248901246514201,0.8507957122517937,-0.6488500089706334,0.46832293048967805,0.7689606618025746,0.5672096541678437,0.5670709871752282,-0.013211273179274088,-0.017093500930383667,,0.9507383955249301,-0.9506263961593622,0.028091487630205282,,,1.0,0.7568856274815015,0.8852304781374509,0.45206328201428914,0.00695757314303474,,,,,,,-0.8674780300746081,-0.32633824552595175,0.6686920510697724,0.5754231288745385,0.9452896734036752,0.6512616153555225,-0.8669252075184259,0.003190189582077838,-0.6915083026121004,-0.002506473064268566,-0.6915023035074441,-0.6915111219199906,-0.6923784554355219,-0.2869794778643636,-0.692400227340854,-0.6923180538249037
Average Packet Size,-0.038007591107403774,-0.5692079573217137,-0.7009628316277535,0.574262220590133,-0.2038004617099145,0.7704570257898412,0.8286801329014324,-0.8295441055100901,0.9198881751281377,0.9219974733917571,0.841104266696227,-0.0067170897890656035,0.868923115872675,0.8540156680893948,0.849751126166631,0.5852132135791074,-0.580617722576678,-0.5778078187995043,-0.5722309900140164,0.2388406122409367,-0.6543030979530744,-0.6477018131803597,-0.6539166581525486,-0.6564614043445419,0.3824898805888405,0.7105631109676492,0.7378197736432504,0.7256636890235162,0.7115576593225015,0.7332742753345053,-0.010028806560122935,,,,-0.004086101603532811,0.6549125675712059,0.5320032289340703,0.8469385799742499,-0.829553445947465,0.8410785978266835,0.982575933931427,0.9136073917101735,0.9135243647957443,-0.008311061536620487,-0.010028806560122935,,0.8664222371697852,-0.8632256354458534,-0.03788870024775836,,,0.7568856274815015,1.0,0.9198881751281377,0.868923115872675,-0.004086101603532811,,,,,,,-0.7009628316277535,-0.2038004617099145,0.574262220590133,0.7704570257898412,0.8611603446109724,0.8273458414976882,-0.7017272663897555,0.006271797172624315,-0.5150741822998999,-0.007513812083406703,-0.5150771594837654,-0.51505356894436,-0.4748076470881221,-0.05966427394375222,-0.4747249038292467,-0.5133781133920223
Avg Fwd Segment Size,-0.03935348746480627,-0.6073632777903417,-0.7121759790957988,0.7689177282618923,-0.08509152199464018,0.782406992448346,0.8934779573650763,-0.8809422563039166,1.0,0.9961776691057169,0.7540282940305935,-0.02728336107301805,0.7526713745661342,0.752693571168017,0.9080139010148598,0.6448251644546222,-0.6461797400164976,-0.6314768824448886,-0.6121486171997643,0.21186917245948997,-0.6717474598881908,-0.673997152773208,-0.6836241064090381,-0.6738395552190479,0.39194128206727047,0.7533223369819022,0.7525023027791872,0.7523760340545216,0.753430340123609,0.7501358931486144,0.03610360106141918,,,,0.0184905506175574,0.8050650623294434,0.577356177178598,0.9239252212936017,-0.8810933349025434,0.7550784219467411,0.9362267181573728,0.8207625422145872,0.8206814062630894,-0.01943408880555039,0.03610360106141918,,0.9222911214555809,-0.9257062058152691,-0.055325445985178516,,,0.8852304781374509,0.9198881751281377,1.0,0.7526713745661342,0.0184905506175574,,,,,,,-0.7121759790957988,-0.08509152199464018,0.7689177282618923,0.782406992448346,0.9153694507669765,0.8751444801617128,-0.7110996167642205,0.0067025270810627865,-0.5323040272343247,0.02154139456374963,-0.532288865714856,-0.5322925208809813,-0.5045644718327661,-0.0664737453491283,-0.5045416917309429,-0.5444157393380715
Avg Bwd Segment Size,-0.039981335195120545,-0.24128004850927312,-0.3040380407009714,0.4809781906554368,0.20011654619989458,0.8082252173245753,0.8449349220477297,-0.8487689502453524,0.7526713745661342,0.755106339930821,0.9504473809784307,0.0014542155121188565,1.0,0.9741228134325941,0.6894970667990156,0.26409736199035727,-0.2565158264057069,-0.25324889754147056,-0.24608137638251257,0.06651646470100478,-0.32995854999278146,-0.3390507218708106,-0.3345161065245775,-0.33385264297071615,0.17350066266155947,0.7284077378379819,0.7760070633293068,0.753787711880681,0.7297626135554581,0.7729095835610357,-0.015241825575209117,,,,-0.004588688493694519,0.5966388790419634,0.22303698398635963,0.6753919216778036,-0.8487703470685767,0.9498348107236443,0.8836797186624357,0.9651728258371676,0.9652450693662669,-0.01814407837942539,-0.015241825575209117,,0.583258594641618,-0.5791381057446371,-0.030604393537604992,,,0.45206328201428914,0.868923115872675,0.7526713745661342,1.0,-0.004588688493694519,,,,,,,-0.3040380407009714,0.20011654619989458,0.4809781906554368,0.8082252173245753,0.5802085558042337,0.8462409712103202,-0.30599480755513386,0.004146472798017645,-0.18984200763644737,-0.007163847679798786,-0.18985163554038872,-0.1898226749604416,-0.13249724213115305,0.20533454038766621,-0.1322872490137832,-0.20535568324985307
